,id,title,releaseStatus,type,runtimeSeconds,rating,ratingCount,genres,description,duration,releaseYear,countriesOfOrigin,directors,writers,cast,suggestionsID,suggestionsTitle,keywords,quotes,imageUrl
127,tt0111958,Father Ted,True,movie,1500,8.7,45777,Comedy,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",25m,1995.0,"United Kingdom:,:Ireland",,,"Dermot Morgan:,:Ardal O'Hanlon:,:Frank Kelly:,:Pauline McLynn:,:Tony Guilfoyle:,:Patrick Drury:,:Rynagh O'Grady:,:Maurice O'Donoghue:,:Arthur Mathews:,:Don Wycherley:,:Pat Shortt:,:Jim Norton:,:Graham Norton:,:Don Foley:,:Paul Woodfull:,:Joe Taylor:,:Tom Farrelly:,:Jon Kenny","tt0072500:,:tt0096548:,:tt0487831:,:tt0092324:,:tt0081912:,:tt0088484:,:tt0387764:,:tt0129690:,:tt1805227:,:tt0187664:,:tt0380136:,:tt0233084","Fawlty Towers:,:Blackadder Goes Forth:,:The IT Crowd:,:Blackadder the Third:,:Only Fools and Horses:,:Blackadder II:,:Peep Show:,:I'm Alan Partridge:,:Father Ted: Unintelligent Design:,:Spaced:,:QI:,:My Hero","laugh track:,:character name as series title:,:two word title:,:rabbit:,:car",Drink! Feck! Arse! Girls!,https://m.media-amazon.com/images/M/MV5BN2NmMzNkZDAtYzEyMy00NzY2LTlhMmMtNzc2M2M5ZTk2MmY2XkEyXkFqcGc@._V1_.jpg
128,tt1518542,Sarabhai V/S Sarabhai,True,movie,1800,8.9,19169,Comedy,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.",30m,2004.0,India,,,"Satish Shah:,:Ratna Pathak Shah:,:Sumeet Raghavan:,:Rupali Ganguly:,:Rajesh Kumar:,:Arvind Vaidya:,:Deven Bhojani:,:Ghanshyam Nayak:,:Shilpa Mehta:,:Rita Bhaduri:,:Amit Soni:,:Sheetal Thakkar:,:Vaibhavi Upadhyaya:,:Aishwarya Sakhuja:,:Gurpal Singh:,:Gerald Stone:,:Aatish Kapadia:,:Bhamini Oza","tt1727829:,:tt0158417:,:tt4742876:,:tt2092588:,:tt0098769:,:tt1806234:,:tt12392504:,:tt0092337:,:tt0296310:,:tt0081846:,:tt1533395:,:tt12004706","Khichdi:,:Mahabharat:,:TVF Pitchers:,:Frozen Planet:,:The Civil War:,:Human Planet:,:Scam 1992: The Harshad Mehta Story:,:Dekalog:,:The Blue Planet:,:Cosmos:,:Life:,:Panchayat","catchphrase:,:cult favorite:,:showoff:,:strange behavior:,:mockery",,https://m.media-amazon.com/images/M/MV5BYzQ5OWMxM2YtZDVkNS00Y2E4LWJmOTItYmMwNTM0Nzk4NTczXkEyXkFqcGc@._V1_.jpg
129,tt14392248,Aspirants,True,movie,2700,9.2,315142,Drama,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,45m,2021.0,India,,,"Naveen Kasturia:,:Shivankit Singh Parihar:,:Abhilash Thapliyal:,:Sunny Hinduja:,:Namita Dubey:,:Tengam Celine:,:Kuljeet Singh:,:Shiva Hariharan:,:Harish Chhabra:,:Abhishek Sonpaliya:,:Ramesh Srivastava:,:Mahender Bisht:,:Mallika Prasad:,:Lokesh Kumar Aggarwal:,:Vijay Kumar Dogra:,:Kapil Pal:,:Gaurav Panday:,:Sanjay Su","tt9432978:,:tt12004706:,:tt9544034:,:tt12392504:,:tt4742876:,:tt11912196:,:tt14650074:,:tt15477488:,:tt13868972:,:tt6473300:,:tt28227737:,:tt11854694","Kota Factory:,:Panchayat:,:The Family Man:,:Scam 1992: The Harshad Mehta Story:,:TVF Pitchers:,:Asur: Welcome to Your Dark Side:,:Dhindora:,:Farzi:,:Rocket Boys:,:Mirzapur:,:Sandeep Bhaiya:,:Special OPS","upsc:,:ias aspirant:,:friendship:,:competitive exam:,:workplace drama",,https://m.media-amazon.com/images/M/MV5BMjE0NjJiYjYtNDUzZC00MGE2LTgzNDktZTVmOWI1Y2E2MDFkXkEyXkFqcGc@._V1_.jpg
130,tt8111088,The Mandalorian,True,movie,2400,8.6,617277,"Action:,:Adventure:,:Fantasy","The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",40m,2019.0,United States,,,"Pedro Pascal:,:Chris Bartlett:,:Katee Sackhoff:,:Carl Weathers:,:Giancarlo Esposito:,:Emily Swallow:,:Brendan Wayne:,:Misty Rosas:,:Leilani Shiu:,:Lateef Crowder:,:Barry Lowin:,:Ariel Shiu:,:Gina Carano:,:Katy O'Brian:,:Taika Waititi:,:Tait Fletcher:,:Omid Abtahi:,:Temuera Morrison","tt13668894:,:tt8466564:,:tt9253284:,:tt13622776:,:tt0458290:,:tt3748528:,:tt0076759:,:tt0080684:,:tt3581920:,:tt1190634:,:tt4574334:,:tt0121766","The Book of Boba Fett:,:Obi-Wan Kenobi:,:Andor:,:Ahsoka:,:Star Wars: The Clone Wars:,:Rogue One: A Star Wars Story:,:Star Wars: Episode IV - A New Hope:,:Star Wars: Episode V - The Empire Strikes Back:,:The Last of Us:,:The Boys:,:Stranger Things:,:Star Wars: Episode III - Revenge of the Sith","bounty hunter:,:star wars:,:mandalorian:,:armor:,:outer space",,https://m.media-amazon.com/images/M/MV5BNjgxZGM0OWUtZGY1MS00MWRmLTk2N2ItYjQyZTI1OThlZDliXkEyXkFqcGc@._V1_.jpg
131,tt0994314,Code Geass,True,movie,1440,8.7,88823,"Animation:,:Action:,:Drama","After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.",24m,2006.0,Japan,,,"Jun Fukuyama:,:Takahiro Sakurai:,:Johnny Yong Bosch:,:Yukana:,:Ami Koshimizu:,:Yuri Lowenthal:,:Kate Higgins:,:Karen Strassman:,:Brian Beacock:,:Noriaki Sugiyama:,:Tetsu Shiratori:,:Akeno Watanabe:,:Liam O'Brien:,:Sayaka Ôhara:,:Kikuko Inoue:,:Mitsuaki Madono:,:Kirk Thornton:,:Deborah Sale Butler","tt1910272:,:tt2098220:,:tt1355642:,:tt0877057:,:tt10233448:,:tt0434706:,:tt0988824:,:tt5897304:,:tt12343534:,:tt9335498:,:tt2560140:,:tt6344664","Steins;Gate:,:Hunter x Hunter:,:Fullmetal Alchemist: Brotherhood:,:Death Note:,:Vinland Saga:,:Monster:,:Naruto: Shippuden:,:Mob Psycho 100:,:Jujutsu Kaisen:,:Demon Slayer: Kimetsu no Yaiba:,:Attack on Titan:,:Code Geass: Lelouch of the Re;Surrection","female nudity:,:supernatural power:,:robot:,:academy:,:secret identity","The former 17th heir to the Imperial Throne, Lelouch vi Britannia. It's been a long time, hasn't it, my errant son?:,:How dare you...!:,:You won't use your Geass.:,:Your Majesty, I have a request. Please, sire, allow me to join the Knights of the Round, the twelve strongest knights of the Britannian Empire.:,:As a reward for capturing Zero, is that it?:,:You...:,:I told you before, Lelouch, that I was going to change this world from the inside.:,:Even if it means selling out your friends?:,:That's right.:,:Very well. I like the answer you just gave him. Now then, as a Knight of the Round I order you: cover up Zero's left eye.:,:Yes, Your Majesty.:,:My unworthy son, who raised the banner of rebellion although he was a prince. Still, there's another way we can make use of him.:,:What?:,:I will rewrite your memory, about being Zero, about the death of your mother, about the very existence of Nunnally.:,:No... Geass...:,:You'll remember none of it. You'll just be insignificant.:,:No, stop! You're stealing what's most precious to me again! First my mother, and now you're taking Nunnally!:,:Charles zi Britannia engraves into you...:,:Stop it!:,:False memories of a false life.",https://m.media-amazon.com/images/M/MV5BNTk4MWYwNmUtODFjNC00NWJhLWExNGYtMGU4YmRlNzEwOTY1XkEyXkFqcGc@._V1_.jpg
132,tt1266020,Parks and Recreation,True,movie,1320,8.6,300376,Comedy,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,22m,2009.0,United States,,,"Amy Poehler:,:Jim O'Heir:,:Nick Offerman:,:Chris Pratt:,:Aubrey Plaza:,:Aziz Ansari:,:Retta:,:Rashida Jones:,:Adam Scott:,:Rob Lowe:,:Jay Jackson:,:Paul Schneider:,:Ben Schwartz:,:Mo Collins:,:Yvans Jourdain:,:Jon Glaser:,:Billy Eichner:,:James Greene","tt0386676:,:tt0367279:,:tt1439629:,:tt2467372:,:tt0472954:,:tt12202120:,:tt0098904:,:tt1826940:,:tt1442437:,:tt4955642:,:tt3526078:,:tt0487831","The Office:,:Arrested Development:,:Community:,:Brooklyn Nine-Nine:,:It's Always Sunny in Philadelphia:,:A Parks and Recreation Special:,:Seinfeld:,:New Girl:,:Modern Family:,:The Good Place:,:Schitt's Creek:,:The IT Crowd","mockumentary:,:political satire:,:indiana:,:feminism:,:absurd comedy","What religion am I? I'm a practicing ""mind your own f***ing business!""",https://m.media-amazon.com/images/M/MV5BNDlhMzAwNTAtNTk2NS00MTdkLWE3ZWYtMDU0MTFiYmU2ZTc0XkEyXkFqcGc@._V1_.jpg
133,tt0106179,The X-Files,True,movie,2700,8.6,260228,"Adventure:,:Crime:,:Drama","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",45m,1993.0,United States,,,"David Duchovny:,:Gillian Anderson:,:Mitch Pileggi:,:William B. Davis:,:Robert Patrick:,:Tom Braidwood:,:Bruce Harwood:,:Dean Haglund:,:Annabeth Gish:,:Nicholas Lea:,:James Pickens Jr.:,:Sheila Larken:,:Chris Owens:,:Don S. Williams:,:Steven Williams:,:Jerry Hardin:,:Laurie Holden:,:Rebecca Toolan","tt0120902:,:tt8111088:,:tt0411008:,:tt0412142:,:tt0092455:,:tt0443701:,:tt2085059:,:tt0436992:,:tt0108778:,:tt0078748:,:tt0096697:,:tt0898266","The X Files:,:The Mandalorian:,:Lost:,:House:,:Star Trek: The Next Generation:,:The X Files: I Want to Believe:,:Black Mirror:,:Doctor Who:,:Friends:,:Alien:,:The Simpsons:,:The Big Bang Theory","fbi agent:,:alien conspiracy:,:paranormal phenomenon:,:paranormal investigation:,:conspiracy","You have seen this before, I can tell. You lied to them.:,:I would never lie. I willfully participated in a campaign of misinformation.",https://m.media-amazon.com/images/M/MV5BNzg3ODVhZWEtYmI0MC00NDQ0LWEyNGYtM2M0MTRhZTZmMjU3XkEyXkFqcGc@._V1_.jpg
134,tt1856010,House of Cards,True,movie,3000,8.6,544270,Drama,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,50m,2013.0,United States,,,"Kevin Spacey:,:Michel Gill:,:Robin Wright:,:Kate Mara:,:Michael Kelly:,:Justin Doescher:,:Derek Cecil:,:Jayne Atkinson:,:Nathan Darrow:,:Mahershala Ali:,:Boris McGiver:,:Paul Sparks:,:Molly Parker:,:Neve Campbell:,:Jeremy Holm:,:Marla Aaron Wapner:,:Nini Le Huynh:,:Gregory Divers","tt2707408:,:tt2085059:,:tt7366338:,:tt1475582:,:tt5290382:,:tt4786824:,:tt10048342:,:tt5071412:,:tt2442560:,:tt0098825:,:tt7660850:,:tt1632701","Narcos:,:Black Mirror:,:Chernobyl:,:Sherlock:,:Mindhunter:,:The Crown:,:The Queen's Gambit:,:Ozark:,:Peaky Blinders:,:House of Cards:,:Succession:,:Suits","political drama:,:female nudity:,:female rear nudity:,:machiavellianism:,:breaking the fourth wall","Such a waste of talent. He chose money over power. In this town, a mistake nearly everyone makes. Money is the McMansion in Sarasota that starts falling apart after 10 years. Power is the old stone building that stands for centuries. I cannot respect someone who doesn't see the difference.",https://m.media-amazon.com/images/M/MV5BMTQ4MDczNDYwNV5BMl5BanBnXkFtZTcwNjMwMDk5OA@@._V1_.jpg
135,tt4288182,Atlanta,True,movie,1800,8.6,93369,"Comedy:,:Drama:,:Music","Earn and his cousin, Alfred, try to make their way in the world through Atlanta's rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status and parenthood.",30m,2016.0,United States,,,"Donald Glover:,:Brian Tyree Henry:,:LaKeith Stanfield:,:Zazie Beetz:,:Khris Davis:,:RJ Walker:,:Harold House Moore:,:Matthew Barnes:,:Myra Lucretia Taylor:,:Tobias Segal:,:Austin Elle Fisher:,:Katt Williams:,:Adriyan Rae:,:Isiah Whitlock Jr.:,:Cranston Johnson:,:Griffin Freeman:,:Hugh Coles:,:Derrick J. Haywood","tt3398228:,:tt0193676:,:tt0264235:,:tt0353049:,:tt0367279:,:tt0472954:,:tt2297757:,:tt8420184:,:tt7137906:,:tt1492966:,:tt8858104:,:tt2092588","BoJack Horseman:,:Freaks and Geeks:,:Curb Your Enthusiasm:,:Chappelle's Show:,:Arrested Development:,:It's Always Sunny in Philadelphia:,:Nathan for You:,:The Last Dance:,:When They See Us:,:Louie:,:Guava Island:,:Frozen Planet","african american:,:satire:,:atlanta georgia:,:rapper:,:cousin cousin relationship",,https://m.media-amazon.com/images/M/MV5BMDAzMDdkZmEtN2QxMi00NGQ2LTg3MTEtYTBlMmNmYmJjOTc1XkEyXkFqcGc@._V1_.jpg
136,tt0348914,Deadwood,True,movie,3600,8.6,122783,"Crime:,:Drama:,:History","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",1h,2004.0,United States,,,"Timothy Olyphant:,:Ian McShane:,:Molly Parker:,:Brad Dourif:,:W. Earl Brown:,:John Hawkes:,:Paula Malcomson:,:Dayton Callie:,:Leon Rippy:,:William Sanderson:,:Robin Weigert:,:Sean Bridgers:,:Bree Seanna Wall:,:Jim Beaver:,:Jeffrey Jones:,:Kim Dickens:,:Powers Boothe:,:Titus Welliver","tt4943998:,:tt1489428:,:tt0979432:,:tt9224288:,:tt0384766:,:tt0099653:,:tt0118421:,:tt0286486:,:tt1448754:,:tt4158110:,:tt0306414:,:tt1124373","Deadwood: The Movie:,:Justified:,:Boardwalk Empire:,:Mainstream:,:Rome:,:Ghost:,:Oz:,:The Shield:,:Thanksgiving:,:Mr. Robot:,:The Wire:,:Sons of Anarchy","1870s:,:south dakota:,:saloon:,:profanity:,:violence",San Francisco Cocksucker!,https://m.media-amazon.com/images/M/MV5BODFiMjBkNDMtN2I1NS00YWM3LTliNWEtMTg0NjVlN2I5YTNlXkEyXkFqcGc@._V1_.jpg
137,tt1305826,Adventure Time,True,movie,1380,8.6,121176,"Animation:,:Action:,:Adventure","A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",23m,2010.0,"United States:,:Hong Kong:,:Japan:,:South Korea:,:Germany",,,"John DiMaggio:,:Jeremy Shada:,:Tom Kenny:,:Hynden Walch:,:Niki Yang:,:Pendleton Ward:,:Dee Bradley Baker:,:Maria Bamford:,:Steve Little:,:Olivia Olson:,:Kent Osborne:,:Cole Sanchez:,:Polly Lou Livingston:,:Jessica DiCicco:,:Andy Milonakis:,:Jackie Buscarino:,:Tom Herpich:,:Justin Roiland","tt1710308:,:tt1942683:,:tt11165358:,:tt1865718:,:tt3061046:,:tt3718778:,:tt0760437:,:tt0852863:,:tt4839610:,:tt3061050:,:tt0206512:,:tt0175058","Regular Show:,:The Amazing World of Gumball:,:Adventure Time: Distant Lands:,:Gravity Falls:,:Steven Universe:,:Over the Garden Wall:,:Ben 10:,:Phineas and Ferb:,:We Bare Bears:,:Clarence:,:SpongeBob SquarePants:,:The Powerpuff Girls","boy:,:dog:,:sword:,:jake the dog character:,:elasticity",Mathematical!,https://m.media-amazon.com/images/M/MV5BMjkxMzIwNmQtMzM5Ni00YWJiLTg4YjQtNjBiN2IxMjZhMGQ2XkEyXkFqcGc@._V1_.jpg
138,tt0773262,Dexter,True,movie,3600,8.6,829435,"Crime:,:Drama:,:Mystery","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and his nights committing them.",1h,2006.0,United States,,,"Michael C. Hall:,:Jennifer Carpenter:,:David Zayas:,:James Remar:,:C.S. Lee:,:Luna Lauren Velez:,:Desmond Harrington:,:Julie Benz:,:Christina Robinson:,:Geoff Pierson:,:Preston Bailey:,:Aimee Garcia:,:Luke Andrew Kruntchev:,:Erik King:,:Evan George Kruntchev:,:Jimmy Star:,:Dana L. Wilson:,:Yvonne Strahovski","tt14164730:,:tt32252772:,:tt0903747:,:tt0944947:,:tt4574334:,:tt1520211:,:tt1190634:,:tt3032476:,:tt0455275:,:tt10919420:,:tt0412142:,:tt33043892","Dexter: New Blood:,:Dexter: Original Sin:,:Breaking Bad:,:Game of Thrones:,:Stranger Things:,:The Walking Dead:,:The Boys:,:Better Call Saul:,:Prison Break:,:Squid Game:,:House:,:Dexter: Resurrection","double life:,:police department:,:dark secret:,:homicide:,:serial murder","I've lived in darkness a long time. Over the years my eyes adjusted, until the dark became my world and I could see.",https://m.media-amazon.com/images/M/MV5BMTQ3YmQ4YzMtOTkyZC00YmM5LThhZjEtM2E0MjFkNTc0OGJhXkEyXkFqcGc@._V1_.jpg
139,tt4786824,The Crown,True,movie,3600,8.6,268138,"Biography:,:Drama:,:History",Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,1h,2016.0,"United Kingdom:,:United States",,,"Claire Foy:,:Olivia Colman:,:Imelda Staunton:,:Matt Smith:,:Tobias Menzies:,:Dominic West:,:Charles Edwards:,:Jonathan Pryce:,:Vanessa Kirby:,:Marion Bailey:,:Victoria Hamilton:,:Helena Bonham Carter:,:Lesley Manville:,:Pip Torrens:,:Sam Phillips:,:Claudia Harrison:,:Marcia Warren:,:Elizabeth Debicki","tt1606375:,:tt10048342:,:tt1856010:,:tt8740790:,:tt5788792:,:tt2707408:,:tt7660850:,:tt7366338:,:tt0804503:,:tt2085059:,:tt0108778:,:tt1475582","Downton Abbey:,:The Queen's Gambit:,:House of Cards:,:Bridgerton:,:The Marvelous Mrs. Maisel:,:Narcos:,:Succession:,:Chernobyl:,:Mad Men:,:Black Mirror:,:Friends:,:Sherlock","queen:,:royal family:,:british monarchy:,:female protagonist:,:queen of england",,https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@._V1_.jpg
140,tt0268093,Ramayan,True,movie,1800,9.0,25694,"Adventure:,:Drama:,:Family","An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.",30m,1987.0,India,,,"Arun Govil:,:Deepika Chikhalia:,:Sunil Lahri:,:Arvind Trivedi:,:Dara Singh Randhawa:,:Sanjay Jog:,:Sameer Rajda:,:Shyamsundar Kalani:,:Vijay Arora:,:Bal Dhuri:,:Jayshree Gadkar:,:Padma Khanna:,:Rajni Bala:,:Mukesh Rawal:,:Nalin Dave:,:Aparajita:,:Lalita Pawar:,:Renu Dhariwal","tt10530900:,:tt8595766:,:tt11349824:,:tt6850964:,:tt0986264:,:tt0795176:,:tt30145246:,:tt0229889:,:tt7678620:,:tt0103359:,:tt1708446:,:tt1744641","Gullak:,:Yeh Meri Family:,:Mahabharat Katha:,:Ramayan:,:Like Stars on Earth:,:Planet Earth:,:Shrimad Ramayan:,:El Chavo del Ocho:,:Bluey:,:Batman: The Animated Series:,:Taarak Mehta Ka Ooltah Chashmah:,:Ramayana: The Epic","indian mythology:,:kidnapping:,:battle:,:incarnation:,:exile",,https://m.media-amazon.com/images/M/MV5BN2ZhOGFhNDgtZDdiNy00OTM1LTkwYzctN2ZlYTY5MDJlMTFmXkEyXkFqcGc@._V1_.jpg
141,tt9140342,It's a Sin,True,movie,2700,8.6,39043,Drama,"It is 1981 and Ritchie, Roscoe and Colin begin a new life in London. Strangers at first, these lads and Jill find themselves thrown together. But a new virus is on the rise, and soon their lives will be tested in ways they never i...",45m,2021.0,United Kingdom,,,"Olly Alexander:,:Nathaniel Curtis:,:Shaun Dooley:,:Omari Douglas:,:Lydia West:,:Keeley Hawes:,:Neil Ashton:,:Callum Scott Howells:,:Toto Bruin:,:David Carlyle:,:Tracy-Ann Oberman:,:Delroy Brown:,:Shaniqua Okwok:,:Michelle Greenidge:,:Andria Doherty:,:Paul Candelent:,:Stephen Fry:,:Ken Christiansen","tt7562112:,:tt2092588:,:tt4742876:,:tt0092337:,:tt4934214:,:tt0081834:,:tt5288312:,:tt0081912:,:tt0296310:,:tt13868972:,:tt0193676:,:tt1831164","Pose:,:Frozen Planet:,:TVF Pitchers:,:Dekalog:,:Taskmaster:,:Das Boot:,:Skam:,:Only Fools and Horses:,:The Blue Planet:,:Rocket Boys:,:Freaks and Geeks:,:Leyla and Mecnun","aids:,:1980s:,:gay man:,:gay:,:homosexuality",,https://m.media-amazon.com/images/M/MV5BMzI4NThmYTQtY2E2Ni00NjI0LThmYzQtNmZlMmI1NzY2OWQ0XkEyXkFqcGc@._V1_.jpg
142,tt7472896,Mr Inbetween,True,movie,1800,8.7,38840,"Comedy:,:Crime:,:Drama","Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend; tough roles to juggle in the modern age. Especially, when you're also a criminal for hire.",30m,2018.0,Australia,,,"Scott Ryan:,:Chika Yasumura:,:Justin Rosniak:,:Damon Herriman:,:Brooke Satchwell:,:Nicholas Cassim:,:Natalie Tran:,:Matt Nable:,:Lizzie Schebesta:,:Jed:,:Jeremy Sims:,:Kenny Graham:,:Eddie Baroo:,:Josh McConville:,:Kieran Darcy-Smith:,:David Michôd:,:Scott Harrison:,:Rose Riley","tt0461989:,:tt0979432:,:tt0280962:,:tt9174558:,:tt1489428:,:tt35932007:,:tt5348176:,:tt0286486:,:tt1124373:,:tt2802850:,:tt3032476:,:tt4158110","The Magician:,:Boardwalk Empire:,:Mr In-Between:,:Dopesick:,:Justified:,:Full Story:,:Barry:,:The Shield:,:Sons of Anarchy:,:Fargo:,:Better Call Saul:,:Mr. Robot","gangster romanticization:,:hitman:,:organized crime:,:21st century:,:2020s",,https://m.media-amazon.com/images/M/MV5BMmI3MmFiODctNzhkZi00ZWVmLWJjYTctYzMyMmIxNGE1ZGZhXkEyXkFqcGc@._V1_.jpg
143,tt3322312,Daredevil,True,movie,3600,8.6,494987,"Action:,:Crime:,:Drama","A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",1h,2015.0,United States,,,"Charlie Cox:,:Vincent D'Onofrio:,:Deborah Ann Woll:,:Elden Henson:,:Royce Johnson:,:Geoffrey Cantor:,:Jay Ali:,:Jon Bernthal:,:Stephen Rider:,:Wilson Bethel:,:Ayelet Zurer:,:Peter McRobbie:,:Amy Rutberg:,:Elodie Yung:,:Toby Leonard Moore:,:Joanne Whalley:,:Vondie Curtis-Hall:,:Bob Gunton","tt18923754:,:tt5675620:,:tt2357547:,:tt3322314:,:tt4230076:,:tt3322310:,:tt9140554:,:tt8111088:,:tt10234724:,:tt1190634:,:tt10160804:,:tt0287978","Daredevil: Born Again:,:The Punisher:,:Jessica Jones:,:Luke Cage:,:The Defenders:,:Iron Fist:,:Loki:,:The Mandalorian:,:Moon Knight:,:The Boys:,:Hawkeye:,:Daredevil","vigilante:,:superhero:,:blind man:,:lawyer:,:crime boss",You know you're one bad day away from being me.,https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_.jpg
144,tt1733785,The Bridge,True,movie,3600,8.6,80437,"Crime:,:Mystery:,:Thriller","When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",1h,2011.0,"Sweden:,:Denmark:,:Germany:,:Norway",,,"Sofia Helin:,:Rafael Pettersson:,:Sarah Boberg:,:Candice van Litsenborgh:,:Dag Malmberg:,:Kim Bodnia:,:Puk Scharbau:,:Thure Lindhardt:,:Lars Simonsen:,:Gabriel Flores Jair:,:Henrik Lundström:,:Maria Kulle:,:Julie Carlsen:,:Emil Birk Hartmann:,:Anette Lindbäck:,:Said William Legue:,:Kristina Brändén Whitaker:,:Lotte Munk","tt0826760:,:tt2406376:,:tt2303687:,:tt10834220:,:tt0063929:,:tt2802850:,:tt3428912:,:tt0096548:,:tt3561180:,:tt0081834:,:tt1526318:,:tt0072500","The Killing:,:The Bridge:,:Line of Duty:,:The Chestnut Man:,:Monty Python's Flying Circus:,:Fargo:,:Happy Valley:,:Blackadder Goes Forth:,:Trapped:,:Das Boot:,:Borgen:,:Fawlty Towers","nordic noir:,:bilingual:,:sweden:,:female police detective:,:female protagonist",,https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_.jpg
145,tt10332508,Primal,True,movie,1320,8.7,24055,"Animation:,:Action:,:Adventure",A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,22m,2019.0,"United States:,:France",,,"Aaron LaPlante:,:Laëtitia Eïdo:,:Fred Tatasciore:,:Imari Williams:,:Amina Koroma:,:Hillary Hawkins:,:Tom Kenny:,:Jon Olson:,:Amanda Troop:,:Adam Fergus:,:Jacob Dudman:,:MyAnna Buring:,:Giles Matthey:,:Dave Fennoy:,:Darin De Paul:,:Ike Amadi:,:Jeremy Crutchley:,:Noah Kaye Bentley","tt0278238:,:tt21056886:,:tt11191124:,:tt2571774:,:tt2092588:,:tt0296310:,:tt13309742:,:tt1806234:,:tt13373182:,:tt1641384:,:tt0353049:,:tt0081834","Samurai Jack:,:Scavengers Reign:,:Primal: Tales of Savagery:,:Africa:,:Frozen Planet:,:The Blue Planet:,:Blue Eye Samurai:,:Human Planet:,:Unicorn: Warriors Eternal:,:Young Justice:,:Chappelle's Show:,:Das Boot","gore:,:2d animation:,:caveman:,:dinosaur:,:barbarian",,https://m.media-amazon.com/images/M/MV5BOTc0NTUyYmItOTY4Yi00ZjY5LWI1NjMtNDgyODJhYWRiY2UxXkEyXkFqcGc@._V1_.jpg
146,tt15435876,The Penguin,True,movie,3480,8.6,182201,"Crime:,:Drama","Following the events of The Batman (2022), Oz Cobb, a.k.a. the Penguin, makes a play to seize the reins of the crime world in Gotham.",58m,2024.0,United States,,,"Colin Farrell:,:Cristin Milioti:,:Rhenzy Feliz:,:Deirdre O'Connell:,:Carmen Ejogo:,:Theo Rossi:,:Clancy Brown:,:Daniel J. Watts:,:David H. Holmes:,:Michael Kelly:,:Shohreh Aghdashloo:,:Aria Shahghasemi:,:Robert Lee Leng:,:Kenzie Grey:,:Myles Humphus:,:Michael Zegen:,:Jared Abrahamson:,:James Madio","tt2788316:,:tt1877830:,:tt3581920:,:tt24053860:,:tt11198330:,:tt12637874:,:tt1190634:,:tt7366338:,:tt7660850:,:tt0141842:,:tt2356777:,:tt5753856","Shōgun:,:The Batman:,:The Last of Us:,:The Day of the Jackal:,:House of the Dragon:,:Fallout:,:The Boys:,:Chernobyl:,:Succession:,:The Sopranos:,:True Detective:,:Dark","villain:,:prequel:,:spin off:,:origin story:,:supervillain",,https://m.media-amazon.com/images/M/MV5BYmU3MzYzOWEtOTdkZi00YzA1LTliMzQtNDdiZDBjY2FiNmFlXkEyXkFqcGc@._V1_.jpg
